coin,short_venue,long_venue,iv_short,iv_long,overlap_days,apr_90d,apr_30d,apr_14d,pos_day_frac,persist_3bps,persist_10bps,persist_25bps,cond1_pos,cond7_pos,n_episodes,med_ep_days,max_ep_days,med_ep_slope_apr_day,trend_apr_pts_day,trend7_apr_pts_day,max_dd_notional,daily_std,live_gross_apr,cost_roundtrip,net_apr_14d_hold,net_apr_30d_hold,net_apr_ep_hold,flag
BZ,bybit,bitget,8.0,4.0,89.708333,0.02401,0.061441,0.012506,0.472527,0.087912,0.0,0.0,0.604651,0.465116,17,2,6,-4.6e-05,0.000433,0.000498,0.001678,0.000262,0.053535,0.0023,-0.035954,-0.003973,-0.39574,E2
NATGAS,bitget,aster,4.0,4.0,89.875,-0.005337,0.039349,0.033223,0.351648,0.021978,0.0,0.0,0.59375,0.65625,13,2,5,0.010494,0.00084,0.000737,0.004892,0.000326,0.28689,0.002,-0.05748,-0.029671,-0.370337,E2
NATGAS,bitget,binance,4.0,4.0,89.875,-0.007122,0.037504,0.028735,0.384615,0.021978,0.0,0.0,0.6,0.628571,14,2,5,0.006397,0.000931,0.000841,0.00536,0.000319,0.28689,0.0022,-0.064479,-0.033888,-0.408622,E2
CL,aster,bitget,4.0,4.0,89.875,0.019938,0.036748,0.012454,0.395604,0.10989,0.010989,0.0,0.555556,0.527778,16,2,5,0.017235,9.9e-05,-8.4e-05,0.002745,0.000225,0.127239,0.002,-0.032205,-0.004395,-0.345062,E2
SKHYNIX,bitget,bybit,4.0,8.0,89.375,0.053958,0.024634,-0.012148,0.533333,0.288889,0.011111,0.0,0.645833,0.666667,17,2,6,-0.011273,-0.000138,5.8e-05,0.002083,0.000331,0.647211,0.0023,-0.006007,0.025974,-0.365792,E2
XAG,bitget,dydx,4.0,1.0,41.583333,0.014377,0.013795,0.019485,0.674419,0.0,0.0,0.0,0.689655,0.758621,9,3,5,0.002231,9.7e-05,3.9e-05,0.000309,7e-05,0.11607,0.0022,-0.042981,-0.01239,-0.25329,E2
RKLB,bybit,aster,8.0,8.0,89.708333,0.009991,0.012391,0.008479,0.472527,0.0,0.0,0.0,0.604651,0.44186,17,2,6,0.000308,-1.9e-05,2.1e-05,0.000206,6e-05,0.282674,0.0019,-0.039545,-0.013126,-0.336759,E2
MINIMAX,aster,bybit,8.0,8.0,35.041667,0.020189,0.012171,0.006141,0.583333,0.055556,0.0,0.0,0.47619,0.52381,11,1,5,0.008928,-0.001558,-0.001794,6.5e-05,9.1e-05,0.006143,0.0019,-0.029346,-0.002927,,E2
AAOI,bitget,bybit,8.0,8.0,84.041667,-0.000824,0.011802,0.019978,0.282353,0.0,0.0,0.0,0.333333,0.333333,16,1,3,0.014203,0.000576,0.000622,0.001607,8.6e-05,0.0,0.0023,-0.060788,-0.028807,,E2
MINIMAX,bitget,bybit,8.0,8.0,35.041667,0.013371,0.011754,0.009072,0.527778,0.027778,0.0,0.0,0.578947,0.578947,8,2,5,0.010663,-0.000508,-0.000426,6.5e-05,6.8e-05,0.0,0.0023,-0.046593,-0.014612,-0.406379,E2
XAU,bitget,aster,4.0,4.0,89.875,0.012683,0.011203,0.013917,0.494505,0.0,0.0,0.0,0.622222,0.577778,17,3,5,-0.00051,-6.8e-05,-8.7e-05,2.1e-05,5.4e-05,0.150431,0.002,-0.039459,-0.01165,-0.23065,E2
PAXG,aster,binance,4.0,4.0,89.875,0.006638,0.010979,0.008493,0.802198,0.0,0.0,0.0,0.835616,0.767123,12,4,23,0.000438,0.000117,0.00018,0.00016,3e-05,0.002803,0.0018,-0.040291,-0.015262,-0.157612,E2
CL,bybit,binance,4.0,4.0,89.875,0.025432,0.010344,-0.002495,0.648352,0.076923,0.0,0.0,0.711864,0.576271,17,3,12,-0.00457,-0.000563,-0.000586,0.000389,0.00017,0.097762,0.0021,-0.029318,-0.000118,-0.230068,E2
XAG,binance,dydx,4.0,1.0,41.583333,0.008602,0.010031,0.017466,0.55814,0.0,0.0,0.0,0.583333,0.583333,10,2,5,0.006592,0.000439,0.000514,0.000368,7.1e-05,0.0,0.002,-0.043541,-0.015732,-0.356398,E2
BZ,aster,binance,4.0,4.0,89.875,0.010426,0.009822,0.007381,0.604396,0.010989,0.0,0.0,0.781818,0.618182,12,3,20,0.001466,-3.1e-05,-2.7e-05,0.000217,5.7e-05,0.082607,0.0018,-0.036502,-0.011474,-0.208574,E2
XAG,bybit,dydx,4.0,1.0,41.583333,0.006661,0.009674,0.033497,0.395349,0.0,0.0,0.0,0.705882,0.470588,5,3,5,-0.000415,0.001201,0.001077,0.000715,9.3e-05,0.267136,0.0021,-0.048089,-0.018889,-0.248839,E2
MINIMAX,binance,bybit,8.0,8.0,35.041667,0.016483,0.009637,0.006161,0.555556,0.055556,0.0,0.0,0.5,0.35,10,1,6,0.010439,-0.001386,-0.001336,0.000156,9.6e-05,0.32769,0.0021,-0.038267,-0.009067,,E2
AAOI,binance,bybit,8.0,8.0,84.041667,0.00729,0.00957,0.015569,0.552941,0.0,0.0,0.0,0.574468,0.425532,20,2,8,0.004704,-1e-06,-0.000147,0.00044,6.4e-05,0.0,0.0021,-0.04746,-0.01826,-0.37596,E2
CL,bybit,bitget,4.0,4.0,89.875,0.012802,0.008901,0.00585,0.593407,0.043956,0.0,0.0,0.62963,0.537037,20,2,10,-0.004346,-0.000275,-0.000368,0.000827,0.000135,0.249923,0.0023,-0.047163,-0.015182,-0.406948,E2
SAMSUNG,bitget,aster,4.0,4.0,89.708333,-0.016799,0.008496,0.0176,0.395604,0.098901,0.0,0.0,0.361111,0.333333,23,1,4,0.011625,0.000525,0.000279,0.007312,0.00034,0.930487,0.002,-0.068941,-0.041132,,E2
AVGO,binance,aster,8.0,8.0,89.708333,0.004714,0.008317,0.015016,0.450549,0.0,0.0,0.0,0.585366,0.439024,17,2,6,-0.00248,6e-05,1.2e-05,0.000254,4e-05,0.236651,0.0018,-0.042215,-0.017186,-0.323786,E2
INTC,bybit,aster,8.0,8.0,89.708333,0.001711,0.008291,0.013192,0.384615,0.0,0.0,0.0,0.542857,0.4,16,1,15,0.000668,0.000123,0.000115,0.000359,2.8e-05,0.074569,0.0019,-0.047825,-0.021406,,E2
PAXG,aster,bitget,4.0,4.0,89.875,0.006758,0.008181,0.004803,0.692308,0.0,0.0,0.0,0.777778,0.634921,14,3,13,0.000141,2.9e-05,9.5e-05,0.000155,3.5e-05,0.070562,0.002,-0.045385,-0.017575,-0.236575,E2
XAG,aster,dydx,4.0,1.0,41.583333,0.005556,0.006949,0.016049,0.488372,0.0,0.0,0.0,0.52381,0.619048,10,2,5,0.00866,0.000519,0.00053,0.000395,6.8e-05,0.023761,0.0018,-0.041372,-0.016344,-0.322944,E2
RKLB,bybit,binance,8.0,8.0,89.708333,0.005243,0.006923,-0.001659,0.43956,0.0,0.0,0.0,0.65,0.45,14,2,6,-0.001122,-7.3e-05,-4.5e-05,0.000282,5.5e-05,0.124107,0.0021,-0.049507,-0.020307,-0.378007,E2
XAG,bitget,aster,4.0,4.0,89.875,0.002781,0.006846,0.003436,0.582418,0.0,0.0,0.0,0.679245,0.660377,17,2,13,-0.002192,0.000265,0.000262,0.00178,9.7e-05,0.092309,0.002,-0.049361,-0.021552,-0.362219,E2
ANTHROPIC,aster,bybit,8.0,8.0,50.041667,0.006884,0.006768,0.006681,1.0,0.0,0.0,0.0,0.980392,0.862745,1,51,51,0.0,0.0,1.2e-05,0.0,1e-06,0.05475,0.0019,-0.042652,-0.016233,-0.006714,E2
ANTHROPIC,binance,bybit,8.0,8.0,50.041667,0.006884,0.006768,0.006681,1.0,0.0,0.0,0.0,0.980392,0.862745,1,51,51,0.0,0.0,1.2e-05,0.0,1e-06,0.05475,0.0021,-0.047866,-0.018666,-0.008146,E2
ANTHROPIC,aster,bitget,8.0,8.0,88.708333,0.006821,0.006634,0.006681,1.0,0.0,0.0,0.0,0.988889,0.922222,1,90,90,-0.0,-0.0,6e-06,5e-06,2e-06,0.05475,0.002,-0.045322,-0.017512,-0.00129,E2
ANTHROPIC,binance,bitget,8.0,8.0,89.708333,0.006821,0.006634,0.006681,1.0,0.0,0.0,0.0,0.989011,0.923077,1,91,91,-0.0,-0.0,6e-06,5e-06,2e-06,0.05475,0.0022,-0.050536,-0.019945,-0.002003,E2
NBIS,aster,bitget,8.0,8.0,89.708333,0.009498,0.006623,-0.003126,0.450549,0.010989,0.0,0.0,0.560976,0.487805,18,2,8,-0.002999,-0.000125,-7e-05,0.000218,8.7e-05,0.0,0.002,-0.042645,-0.014835,-0.355502,E2
BE,binance,bitget,8.0,8.0,89.708333,0.003636,0.006542,0.002251,0.285714,0.0,0.0,0.0,0.346154,0.153846,17,1,4,-0.001099,3e-05,6.2e-05,0.000193,4.1e-05,0.0,0.0022,-0.053721,-0.023131,,E2
XAU,bitget,binance,4.0,4.0,89.875,0.001377,0.006489,0.009918,0.318681,0.0,0.0,0.0,0.62069,0.413793,11,2,5,-0.003586,0.000168,0.00015,0.001034,4.7e-05,0.156103,0.0022,-0.05598,-0.025389,-0.400123,E2
KORU,bitget,bybit,8.0,8.0,69.375,-0.020011,0.006232,0.023757,0.457143,0.071429,0.0,0.0,0.375,0.40625,20,1,4,-0.030986,0.002157,0.002614,0.006029,0.000453,0.0,0.0023,-0.079976,-0.047995,,E2
EWY,aster,bybit,8.0,8.0,89.708333,0.00531,0.006016,0.004177,0.450549,0.010989,0.0,0.0,0.536585,0.414634,19,2,6,0.001905,2.1e-05,-8e-06,0.000879,8.8e-05,0.0,0.0019,-0.044226,-0.017807,-0.34144,E2
AXTI,binance,bitget,8.0,8.0,85.041667,0.017143,0.005991,-0.001346,0.44186,0.034884,0.0,0.0,0.5,0.368421,19,1,8,-5e-05,-0.000735,-0.001025,0.000235,0.000133,0.0,0.0022,-0.040215,-0.009624,,E2
INTC,binance,aster,8.0,8.0,89.708333,0.004493,0.005943,0.011085,0.43956,0.0,0.0,0.0,0.6,0.525,16,2,6,0.001681,-2e-06,1.4e-05,9.9e-05,2.7e-05,0.17912,0.0018,-0.042436,-0.017407,-0.324007,E2
META,binance,aster,8.0,8.0,89.708333,0.00313,0.005926,0.010006,0.406593,0.0,0.0,0.0,0.567568,0.405405,16,2,8,0.001962,6e-05,6.3e-05,0.000114,2.1e-05,0.057893,0.0018,-0.043798,-0.01877,-0.32537,E2
ARM,binance,aster,8.0,8.0,89.708333,0.006963,0.005918,0.010583,0.472527,0.0,0.0,0.0,0.534884,0.465116,20,2,6,0.002762,-5.2e-05,-4.9e-05,0.00011,3.9e-05,0.065908,0.0018,-0.039966,-0.014937,-0.321537,E2
COHR,binance,bybit,8.0,8.0,77.041667,-0.000228,0.005584,0.011923,0.397436,0.0,0.0,0.0,0.612903,0.548387,12,1,16,0.003033,0.000248,0.000208,0.000932,5.8e-05,0.0,0.0021,-0.054978,-0.025778,,E2
RKLB,binance,aster,8.0,8.0,89.708333,0.004748,0.005468,0.010138,0.472527,0.0,0.0,0.0,0.511628,0.55814,21,1,6,0.000131,5.4e-05,6.6e-05,0.000147,3e-05,0.158567,0.0018,-0.04218,-0.017152,,E2
DRAM,bitget,bybit,8.0,8.0,89.708333,-0.003781,0.005202,0.010901,0.384615,0.0,0.0,0.0,0.514286,0.457143,17,2,5,-0.000672,0.000362,0.000335,0.001588,6.3e-05,0.0,0.0023,-0.063745,-0.031764,-0.423531,E2
PAXG,bybit,binance,4.0,4.0,89.875,0.005186,0.005082,0.001965,0.692308,0.0,0.0,0.0,0.777778,0.603175,14,3,14,8.4e-05,1.5e-05,1.1e-05,0.000147,2.6e-05,0.011081,0.0021,-0.049564,-0.020364,-0.250314,E2
KORU,bitget,binance,8.0,8.0,70.708333,-0.005739,0.005071,0.02549,0.472222,0.069444,0.0,0.0,0.411765,0.411765,20,1,5,0.004417,0.000799,0.000559,0.003261,0.000232,0.634301,0.0022,-0.063096,-0.032506,,E2
MSFT,bitget,bybit,8.0,8.0,89.708333,-0.000905,0.004847,0.001247,0.373626,0.0,0.0,0.0,0.588235,0.411765,14,2,9,0.001232,0.0002,0.000193,0.001108,5e-05,0.0,0.0023,-0.060869,-0.028888,-0.420655,E2
GOOGL,bybit,aster,8.0,8.0,89.708333,0.006597,0.004832,0.0015,0.505495,0.032967,0.0,0.0,0.608696,0.608696,18,2,6,-0.000922,-4e-05,-1.7e-05,0.000298,6.5e-05,0.015056,0.0019,-0.042939,-0.01652,-0.340153,E2
BZ,aster,bitget,4.0,4.0,89.875,-0.005067,0.004665,0.004988,0.395604,0.032967,0.0,0.0,0.472222,0.277778,19,2,7,0.003751,-7.4e-05,-9.9e-05,0.002977,0.000201,0.214423,0.002,-0.05721,-0.0294,-0.370067,E2
MSFT,aster,bybit,8.0,8.0,89.708333,-0.001793,0.004593,0.000703,0.230769,0.0,0.0,0.0,0.52381,0.380952,10,1,9,0.000342,0.000234,0.000232,0.001124,4.7e-05,0.0,0.0019,-0.051329,-0.02491,,E2
MUU,bitget,bybit,8.0,8.0,47.041667,0.005186,0.004556,0.003809,0.395833,0.020833,0.0,0.0,0.526316,0.315789,9,1,6,-0.0071,-9.6e-05,-6.3e-05,0.000369,9.7e-05,0.0,0.0023,-0.054778,-0.022797,,E2
NBIS,binance,bitget,8.0,8.0,89.708333,0.008815,0.004535,-0.004355,0.461538,0.010989,0.0,0.0,0.547619,0.5,19,1,10,0.000348,-0.000186,-0.000121,0.000313,8.1e-05,0.0,0.0022,-0.048542,-0.017952,,E2
MRVL,bybit,aster,8.0,8.0,89.708333,0.001597,0.004483,0.006647,0.461538,0.021978,0.0,0.0,0.642857,0.380952,15,2,8,0.002944,-0.000129,-6.3e-05,0.001824,0.000149,0.253022,0.0019,-0.047938,-0.021519,-0.345153,E2
EWY,bitget,bybit,8.0,8.0,89.708333,-0.004902,0.004366,0.006529,0.263736,0.010989,0.0,0.0,0.375,0.125,15,1,3,-0.01549,0.000345,0.000315,0.002013,9.2e-05,0.0,0.0023,-0.064866,-0.032885,,E2
DRAM,binance,bybit,8.0,8.0,89.708333,0.001725,0.004334,0.003619,0.483516,0.0,0.0,0.0,0.590909,0.454545,18,2,8,-8.9e-05,3.6e-05,4.6e-05,0.000454,3.4e-05,0.0,0.0021,-0.053025,-0.023825,-0.381525,E2
AXTI,binance,bybit,8.0,8.0,77.041667,0.005637,0.003993,0.004444,0.397436,0.012821,0.0,0.0,0.322581,0.290323,21,1,4,0.014348,1.8e-05,1.3e-05,0.000235,6.5e-05,0.0,0.0021,-0.049113,-0.019913,,E2
XAG,bitget,binance,4.0,4.0,89.875,0.000974,0.003765,0.002019,0.417582,0.0,0.0,0.0,0.605263,0.684211,15,2,5,0.001171,0.00023,0.000277,0.001116,5.7e-05,0.11607,0.0022,-0.056383,-0.025793,-0.400526,E2
EWY,binance,bybit,8.0,8.0,89.708333,0.001226,0.003417,0.001412,0.43956,0.010989,0.0,0.0,0.45,0.4,22,2,5,0.001072,0.000143,0.000149,0.000975,8.4e-05,0.0,0.0021,-0.053524,-0.024324,-0.382024,E2
KORU,bitget,aster,8.0,8.0,67.041667,-0.002942,0.003311,0.025198,0.441176,0.058824,0.0,0.0,0.433333,0.333333,17,1,5,-0.003027,0.000797,0.000644,0.00198,0.000194,0.428167,0.002,-0.055085,-0.027276,,E2
AAPL,bitget,bybit,8.0,8.0,89.708333,0.002567,0.0033,0.003939,0.252747,0.0,0.0,0.0,0.695652,0.347826,7,3,8,0.000768,9.5e-05,9.9e-05,0.00013,2.7e-05,0.0,0.0023,-0.057397,-0.025416,-0.277266,E2
MRVL,binance,aster,8.0,8.0,89.708333,0.004711,0.003186,0.007577,0.505495,0.0,0.0,0.0,0.586957,0.456522,19,2,7,-0.001641,-7e-06,2e-06,0.00017,2.9e-05,0.270804,0.0018,-0.042218,-0.017189,-0.323789,E2
SKHY,bitget,bybit,8.0,8.0,52.375,0.001788,0.003186,0.011304,0.320755,0.0,0.0,0.0,0.411765,0.117647,10,1,4,-0.001234,0.000183,0.000119,0.000325,6e-05,0.0,0.0023,-0.058176,-0.026195,,E2
BE,binance,bybit,8.0,8.0,89.708333,0.000724,0.003185,0.001051,0.296703,0.0,0.0,0.0,0.37037,0.111111,17,1,4,0.001722,2.6e-05,3.6e-05,0.00044,4.3e-05,0.0,0.0021,-0.054026,-0.024826,,E2
CRCL,aster,binance,8.0,8.0,89.708333,0.001456,0.003113,0.005248,0.362637,0.0,0.0,0.0,0.393939,0.212121,20,1,5,-0.00238,1.6e-05,6e-06,0.000236,2.2e-05,0.0,0.0018,-0.045472,-0.020444,,E2
CRCL,aster,bitget,8.0,8.0,89.708333,0.005048,0.003008,0.005969,0.461538,0.0,0.0,0.0,0.5,0.452381,21,1,8,0.000317,-0.000188,-0.000176,0.000596,5.7e-05,0.0,0.002,-0.047095,-0.019286,,E2
RKLB,bybit,bitget,8.0,8.0,89.708333,0.00412,0.002992,-0.008351,0.373626,0.0,0.0,0.0,0.5,0.382353,17,1,6,-0.001417,-0.000226,-0.000187,0.000526,6.5e-05,0.282674,0.0023,-0.055844,-0.023863,,E2
CBRS,bitget,bybit,8.0,8.0,89.708333,0.0038,0.002957,0.015805,0.384615,0.0,0.0,0.0,0.714286,0.457143,10,4,6,2.9e-05,0.000163,0.000147,0.000386,4.6e-05,0.0,0.0023,-0.056164,-0.024183,-0.206075,E2
DELL,binance,bybit,8.0,8.0,89.708333,0.000773,0.002896,0.00607,0.351648,0.0,0.0,0.0,0.4375,0.28125,18,1,4,-0.000477,5.2e-05,1.8e-05,0.000401,5.3e-05,0.0,0.0021,-0.053977,-0.024777,,E2
COHR,bitget,bybit,8.0,8.0,77.041667,-0.004698,0.002802,0.015481,0.230769,0.0,0.0,0.0,0.555556,0.333333,8,1,11,0.003094,0.000392,0.000346,0.001787,7e-05,0.0,0.0023,-0.064662,-0.032681,,E2
COHR,binance,bitget,8.0,8.0,89.708333,0.005627,0.002782,-0.003559,0.450549,0.0,0.0,0.0,0.463415,0.560976,22,1,6,-0.000258,-0.000155,-0.000144,0.000206,5.4e-05,0.0,0.0022,-0.05173,-0.021139,,E2
XAG,bybit,aster,4.0,4.0,89.875,-0.004022,0.002725,0.017447,0.395604,0.0,0.0,0.0,0.583333,0.333333,15,1,8,0.00428,0.000248,0.000191,0.002214,9.7e-05,0.243375,0.0019,-0.053558,-0.027139,,E2
SOXL,bybit,aster,8.0,8.0,89.708333,0.003431,0.00271,-0.00033,0.527473,0.010989,0.0,0.0,0.645833,0.395833,17,2,7,0.002263,-4.6e-05,-4.9e-05,0.000779,0.000106,0.392645,0.0019,-0.046104,-0.019685,-0.343319,E2
DELL,bitget,bybit,8.0,8.0,89.708333,-0.001039,0.002635,0.000985,0.208791,0.0,0.0,0.0,0.368421,0.210526,12,1,4,-0.00775,0.000204,0.000237,0.000768,5.5e-05,0.0,0.0023,-0.061003,-0.029022,,E2
EWY,aster,binance,8.0,8.0,89.708333,0.004084,0.002599,0.002766,0.428571,0.0,0.0,0.0,0.384615,0.384615,24,1,7,0.004731,-0.000122,-0.000157,7.1e-05,3.9e-05,0.0,0.0018,-0.042845,-0.017816,,E2
MSFT,binance,bybit,8.0,8.0,89.708333,0.000113,0.002404,-0.003988,0.351648,0.0,0.0,0.0,0.40625,0.375,19,1,9,-0.004326,9.4e-05,8.6e-05,0.000507,4.9e-05,0.0,0.0021,-0.054637,-0.025437,,E2
TQQQ,bybit,aster,8.0,8.0,66.375,0.00226,0.002318,0.003042,0.343284,0.059701,0.0,0.0,0.565217,0.304348,10,2,5,-0.000894,-0.000456,-0.000384,0.002421,0.000202,0.229512,0.0019,-0.047276,-0.020857,-0.34449,E2
PAXG,bybit,bitget,4.0,4.0,89.875,0.005306,0.002284,-0.001725,0.703297,0.0,0.0,0.0,0.8125,0.65625,12,6,10,-0.000713,-7.3e-05,-7.4e-05,0.000314,2.8e-05,0.07884,0.0023,-0.054659,-0.022678,-0.134611,E2
PLTR,aster,bitget,8.0,8.0,89.708333,0.00121,0.002272,0.002092,0.120879,0.0,0.0,0.0,0.181818,0.363636,9,1,2,0.0,2.5e-05,2e-05,0.000141,3.1e-05,0.0,0.002,-0.050933,-0.023124,,E2
MSFT,aster,binance,8.0,8.0,89.708333,-0.001906,0.002189,0.004691,0.054945,0.0,0.0,0.0,0.2,0.0,4,1,2,0.0,0.00014,0.000146,0.00067,2.9e-05,0.0,0.0018,-0.048835,-0.023806,,E2
MU,bitget,bybit,8.0,8.0,89.708333,-0.003121,0.00217,0.002926,0.483516,0.010989,0.0,0.0,0.590909,0.590909,18,2,6,0.000678,0.000235,0.000228,0.001984,0.000161,0.0,0.0023,-0.063086,-0.031105,-0.422871,E2
SPCX,bitget,binance,8.0,8.0,89.708333,0.002408,0.002155,0.005166,0.472527,0.0,0.0,0.0,0.55814,0.534884,19,2,6,0.002922,0.000219,0.000219,0.00105,5.7e-05,0.246397,0.0022,-0.054949,-0.024359,-0.399092,E2
NBIS,aster,binance,8.0,8.0,89.708333,0.000683,0.002088,0.001229,0.285714,0.0,0.0,0.0,0.423077,0.307692,15,1,5,-0.001212,6.1e-05,5.1e-05,0.000315,2.4e-05,0.0,0.0018,-0.046245,-0.021217,,E2
BE,aster,bitget,8.0,8.0,89.708333,0.001678,0.002061,0.0,0.131868,0.0,0.0,0.0,0.333333,0.0,8,1,4,-0.006568,4e-06,2.1e-05,0.000125,2.6e-05,0.0,0.002,-0.050465,-0.022655,,E2
TQQQ,bybit,binance,8.0,8.0,68.708333,0.002287,0.002031,-0.000962,0.357143,0.057143,0.0,0.0,0.48,0.4,13,1,5,0.017812,-0.000446,-0.000478,0.002539,0.000199,0.229512,0.0021,-0.052463,-0.023263,,E2
CRCL,aster,bybit,8.0,8.0,89.708333,0.000738,0.00203,0.004325,0.582418,0.0,0.0,0.0,0.660377,0.566038,18,2,13,-0.001198,-1.5e-05,-4.6e-05,0.001341,0.00012,0.0,0.0019,-0.048798,-0.022379,-0.346012,E2
SNDK,binance,bitget,8.0,8.0,89.708333,0.005639,0.001849,9.9e-05,0.483516,0.0,0.0,0.0,0.568182,0.409091,19,2,5,-0.00016,-0.000243,-0.000224,0.000467,5.8e-05,0.0,0.0022,-0.051718,-0.021127,-0.395861,E2
KORU,aster,binance,8.0,8.0,67.041667,-0.001438,0.001761,0.000292,0.411765,0.0,0.0,0.0,0.428571,0.357143,16,2,4,-0.004286,3.7e-05,3e-06,0.000672,4.6e-05,0.206134,0.0018,-0.048366,-0.023338,-0.329938,E2
SPCX,bybit,binance,8.0,8.0,89.708333,0.002545,0.001695,0.001057,0.428571,0.0,0.0,0.0,0.615385,0.435897,15,1,7,0.000585,4.3e-05,5.9e-05,0.000596,6e-05,0.241119,0.0021,-0.052205,-0.023005,,E2
ZHIPU,aster,bitget,8.0,8.0,69.041667,0.025222,0.001693,-0.00286,0.414286,0.085714,0.014286,0.0,0.448276,0.37931,16,2,4,0.001041,-0.000508,-0.000543,0.000338,0.000263,0.291051,0.002,-0.026921,0.000888,-0.339778,E2
EWY,aster,bitget,8.0,8.0,89.708333,0.010211,0.00165,-0.002352,0.494505,0.0,0.0,0.0,0.6,0.577778,18,1,6,-0.002012,-0.000323,-0.000322,0.000137,5.7e-05,0.0,0.002,-0.041931,-0.014122,,E2
HOOD,binance,aster,8.0,8.0,89.708333,0.00258,0.001642,0.001818,0.461538,0.0,0.0,0.0,0.5,0.52381,21,1,5,-0.000326,-3.3e-05,-2.6e-05,0.000179,2.2e-05,0.052943,0.0018,-0.044349,-0.01932,,E2
SOXL,bybit,binance,8.0,8.0,89.708333,0.004018,0.00162,-0.001211,0.538462,0.010989,0.0,0.0,0.653061,0.489796,17,2,8,0.003989,-1.1e-05,1e-05,0.000779,0.000109,0.35628,0.0021,-0.050732,-0.021532,-0.379232,E2
DELL,aster,bybit,8.0,8.0,88.708333,-0.000639,0.001598,-0.000295,0.211111,0.0,0.0,0.0,0.368421,0.210526,12,1,4,-0.00112,0.000145,0.000163,0.000583,5e-05,0.0,0.0019,-0.050174,-0.023755,,E2
META,bitget,bybit,8.0,8.0,89.708333,-1e-05,0.001577,-0.000509,0.318681,0.0,0.0,0.0,0.586207,0.482759,12,2,6,0.003595,-4.9e-05,-5.1e-05,0.000741,5.1e-05,0.0,0.0023,-0.059974,-0.027993,-0.41976,E2
MSTR,binance,aster,8.0,8.0,89.708333,0.001838,0.001492,0.003463,0.538462,0.0,0.0,0.0,0.530612,0.44898,23,1,7,-0.000201,-7.6e-05,-7.9e-05,0.000267,2.5e-05,0.015637,0.0018,-0.045091,-0.020062,,E2
DRAM,aster,bybit,8.0,8.0,89.708333,-0.000202,0.001456,-0.000617,0.395604,0.0,0.0,0.0,0.527778,0.305556,17,2,10,-0.009949,1e-05,2.7e-05,0.000738,4e-05,0.0,0.0019,-0.049738,-0.023319,-0.346952,E2
SPY,binance,bitget,8.0,8.0,89.708333,-0.000375,0.001431,0.003408,0.252747,0.0,0.0,0.0,0.565217,0.391304,10,2,6,0.000398,2.8e-05,-2e-06,0.000364,2.8e-05,0.104036,0.0022,-0.057732,-0.027141,-0.401875,E2
HOOD,binance,bitget,8.0,8.0,89.708333,0.003568,0.001415,0.001042,0.461538,0.0,0.0,0.0,0.5,0.547619,21,1,6,-0.000928,-6.7e-05,-5.3e-05,0.000179,2.7e-05,0.052943,0.0022,-0.053789,-0.023198,,E2
GOOGL,binance,aster,8.0,8.0,89.708333,0.002508,0.001407,0.00113,0.604396,0.0,0.0,0.0,0.654545,0.690909,19,3,6,0.000239,-5.3e-05,-6.3e-05,8.4e-05,1.5e-05,0.017126,0.0018,-0.044421,-0.019392,-0.216492,E2
MUU,aster,bybit,8.0,8.0,23.375,0.001414,0.001377,0.003007,0.333333,0.0,0.0,0.0,0.5,0.0,4,2,3,0.004531,0.000671,0.000716,0.000196,5e-05,0.0,0.0019,-0.048122,-0.021703,-0.345336,E2
SPY,binance,bybit,8.0,8.0,89.708333,0.001414,0.001359,0.004106,0.417582,0.0,0.0,0.0,0.526316,0.342105,18,2,6,0.001024,4e-06,-1.7e-05,0.000299,3.2e-05,0.104036,0.0021,-0.053336,-0.024136,-0.381836,E2
ARM,bybit,aster,8.0,8.0,89.708333,0.00849,0.001358,0.003447,0.362637,0.065934,0.0,0.0,0.515152,0.454545,16,1,6,0.024777,-0.000233,-0.000111,0.001272,0.000163,0.318119,0.0019,-0.041046,-0.014627,,E2
ORCL,binance,bitget,8.0,8.0,89.708333,0.002287,0.001268,0.000562,0.362637,0.0,0.0,0.0,0.515152,0.515152,16,2,5,0.000159,-6e-05,-4.5e-05,0.000478,5.3e-05,0.0,0.0022,-0.05507,-0.024479,-0.399213,E2
PLTR,aster,binance,8.0,8.0,89.708333,-0.000542,0.001224,0.001053,0.065934,0.0,0.0,0.0,0.0,0.0,6,1,1,0.0,5.3e-05,4.3e-05,0.000251,1.1e-05,0.0,0.0018,-0.047471,-0.022442,,E2
AAOI,aster,bybit,8.0,8.0,82.708333,0.001938,0.001194,0.002738,0.380952,0.0,0.0,0.0,0.40625,0.21875,19,1,3,0.004947,8e-05,0.000131,0.000445,6e-05,0.0,0.0019,-0.047597,-0.021178,,E2
SOXL,binance,aster,8.0,8.0,89.708333,-0.000587,0.00109,0.000882,0.362637,0.0,0.0,0.0,0.515152,0.333333,16,2,5,-0.000157,-3.5e-05,-5.9e-05,0.0005,1.7e-05,0.036365,0.0018,-0.047516,-0.022487,-0.329087,E2
PLTR,binance,bitget,8.0,8.0,89.708333,0.001752,0.001048,0.001039,0.230769,0.0,0.0,0.0,0.238095,0.428571,16,1,3,0.00424,-2.8e-05,-2.4e-05,0.000144,3.1e-05,0.0,0.0022,-0.055605,-0.025015,,E2
